offer_accepted,reward,mailer_type,income_level,bank_accounts_open,overdraft_protection,credit_rating,credit_cards_held,homes_owned,household_size,own_your_home,average_balance,q3_balance,range,min
No,Points,Letter,Low,1,No,Medium,3,1,5,No,1302.0,1513.0,1606.0,504.0
No,Points,Letter,High,1,No,Low,2,1,5,Yes,1104.0,1404.0,581.0,823.0
No,Cash Back,Letter,Low,1,No,Medium,4,1,2,Yes,1734.25,1773.0,86.0,1687.0
Yes,Air Miles,Letter,Medium,1,No,Low,2,1,2,Yes,1260.0,1826.0,1336.0,490.0
No,Air Miles,Letter,Low,1,No,High,2,1,5,Yes,253.75,492.0,451.0,41.0
No,Points,Postcard,Medium,3,Yes,Medium,3,1,2,Yes,808.5,713.0,430.0,570.0
No,Air Miles,Postcard,High,1,No,High,3,1,4,Yes,1549.25,2246.0,1059.0,1187.0
No,Air Miles,Letter,Low,1,No,Medium,1,1,3,Yes,1191.75,1384.0,410.0,986.0
No,Cash Back,Letter,Low,2,No,Medium,1,1,5,Yes,926.25,673.0,1664.0,243.0
No,Points,Letter,Low,1,No,High,1,1,6,Yes,311.75,408.0,449.0,32.0
No,Cash Back,Postcard,Low,1,Yes,Medium,1,1,2,Yes,82.5,38.0,272.0,5.0
No,Air Miles,Letter,Medium,1,No,High,3,1,3,No,1153.0,1348.0,1252.0,341.0
No,Air Miles,Postcard,Medium,1,No,Low,3,1,4,Yes,1040.75,1643.0,1182.0,461.0
No,Air Miles,Postcard,Medium,1,No,Medium,3,1,5,Yes,865.75,520.0,1212.0,333.0
No,Air Miles,Postcard,Medium,1,No,High,3,1,4,Yes,1112.25,1079.0,787.0,682.0
No,Points,Postcard,Low,1,No,High,2,1,2,Yes,405.75,418.0,204.0,270.0
No,Air Miles,Letter,Medium,1,No,High,1,1,3,Yes,821.75,607.0,1214.0,316.0
Yes,Points,Postcard,Medium,1,No,Low,1,1,4,Yes,991.5,1250.0,1200.0,263.0
No,Cash Back,Postcard,High,2,No,Low,1,1,5,No,264.0,406.0,465.0,24.0
No,Air Miles,Letter,Medium,1,No,Medium,2,1,4,Yes,1104.25,2199.0,2133.0,66.0
No,Air Miles,Letter,Low,1,No,Medium,2,1,2,Yes,1140.25,983.0,1723.0,268.0
No,Air Miles,Postcard,High,1,No,Low,1,1,3,Yes,1123.25,1776.0,1489.0,287.0
No,Points,Letter,Medium,1,Yes,Medium,2,1,3,No,1123.0,1090.0,1349.0,541.0
No,Points,Letter,Medium,1,No,Medium,1,1,4,Yes,695.5,977.0,437.0,540.0
No,Cash Back,Postcard,Low,2,No,High,4,2,4,No,991.0,612.0,1294.0,348.0
No,Air Miles,Letter,Medium,1,No,Low,1,2,4,No,1047.75,827.0,1506.0,281.0
Yes,Air Miles,Letter,Low,1,No,High,1,1,4,Yes,1309.25,1506.0,982.0,749.0
No,Points,Postcard,Medium,2,No,Medium,3,1,5,No,169.5,17.0,464.0,17.0
No,Air Miles,Postcard,Medium,1,No,Low,2,1,3,Yes,994.75,1404.0,1114.0,290.0
No,Air Miles,Letter,High,1,No,High,1,1,4,Yes,849.25,1465.0,1427.0,38.0
No,Points,Postcard,Medium,1,Yes,Medium,1,1,4,Yes,892.75,699.0,1619.0,33.0
No,Points,Letter,Medium,1,No,Medium,2,1,3,No,836.5,631.0,363.0,631.0
No,Air Miles,Postcard,Low,1,No,Medium,3,1,4,Yes,1301.5,1518.0,1068.0,652.0
No,Air Miles,Postcard,Medium,3,No,Medium,2,1,4,Yes,1672.5,1784.0,249.0,1535.0
No,Cash Back,Letter,Low,1,No,Medium,1,1,3,No,915.0,803.0,1219.0,303.0
No,Cash Back,Postcard,Medium,1,No,Medium,3,1,3,Yes,1036.75,1455.0,994.0,464.0
No,Air Miles,Postcard,Medium,1,No,Medium,3,1,5,Yes,1056.75,2101.0,1657.0,444.0
No,Points,Letter,Medium,1,No,Low,2,1,4,Yes,1216.5,1495.0,1433.0,451.0
No,Points,Letter,Medium,1,No,High,1,1,1,Yes,1346.25,1355.0,1054.0,938.0
No,Cash Back,Letter,Medium,1,No,Low,1,1,3,No,1312.75,1934.0,1158.0,776.0
No,Air Miles,Postcard,Low,1,Yes,Low,4,1,4,No,918.5,937.0,1438.0,182.0
No,Air Miles,Letter,Medium,3,No,Low,3,1,5,Yes,297.25,41.0,455.0,41.0
No,Cash Back,Postcard,Medium,1,No,Low,2,1,3,Yes,1166.5,1454.0,602.0,858.0
No,Cash Back,Postcard,Medium,1,No,Medium,2,1,1,No,296.25,122.0,313.0,122.0
No,Cash Back,Letter,Low,2,No,High,2,1,4,No,825.5,678.0,264.0,678.0
No,Points,Postcard,Medium,1,No,Medium,2,2,4,No,950.5,680.0,1592.0,210.0
No,Air Miles,Letter,Medium,1,No,Low,2,1,2,Yes,983.25,537.0,1434.0,425.0
No,Cash Back,Postcard,Medium,1,No,Low,2,1,4,Yes,215.0,107.0,424.0,70.0
No,Air Miles,Postcard,Low,1,No,High,1,1,3,Yes,997.0,1359.0,792.0,594.0
No,Air Miles,Postcard,Low,2,No,High,2,2,3,Yes,1054.75,1328.0,727.0,677.0
No,Cash Back,Letter,Low,1,No,Medium,3,1,4,No,849.0,1310.0,1354.0,13.0
No,Cash Back,Postcard,High,2,Yes,Low,2,1,3,No,1007.0,945.5,329.0,703.0
No,Points,Postcard,Medium,2,No,Low,2,2,3,No,1156.75,1589.0,1013.0,576.0
No,Points,Letter,Medium,1,No,High,2,2,2,Yes,1214.25,1105.0,449.0,964.0
No,Air Miles,Letter,Medium,1,No,Low,1,1,3,No,983.75,988.0,1124.0,448.0
No,Cash Back,Postcard,Medium,1,Yes,Medium,1,1,4,Yes,762.75,827.0,297.0,607.0
No,Air Miles,Letter,Medium,1,No,Low,2,1,3,No,1224.0,1806.0,1204.0,602.0
No,Points,Letter,Medium,1,No,Low,3,1,2,Yes,1234.75,1954.0,1191.0,763.0
No,Points,Postcard,Medium,2,Yes,Low,2,1,3,Yes,740.25,726.0,462.0,504.0
No,Cash Back,Letter,Medium,1,No,High,1,2,4,No,1106.25,983.0,826.0,800.0
No,Air Miles,Letter,Medium,2,No,Low,2,1,3,No,420.25,472.0,201.0,276.0
No,Points,Letter,High,1,No,High,2,1,4,No,381.25,458.0,133.0,325.0
No,Air Miles,Postcard,High,1,No,High,2,1,4,Yes,653.0,502.0,277.0,502.0
No,Air Miles,Letter,Medium,1,Yes,Medium,2,1,2,No,917.0,737.0,1301.0,261.0
No,Cash Back,Postcard,High,1,No,Medium,4,2,4,Yes,234.75,279.0,407.0,81.0
No,Cash Back,Letter,Medium,1,No,Medium,2,1,3,Yes,732.25,565.0,333.0,565.0
No,Points,Postcard,High,2,No,Low,2,1,2,Yes,1021.5,917.0,1680.0,51.0
No,Points,Postcard,Low,1,No,Low,1,1,3,No,1010.25,965.0,991.0,505.0
No,Air Miles,Postcard,Low,1,No,Medium,2,1,4,Yes,631.0,802.0,236.0,566.0
No,Points,Postcard,Medium,1,Yes,Medium,2,1,4,No,1352.5,1253.0,879.0,804.0
No,Air Miles,Letter,High,1,No,High,2,1,3,Yes,224.5,136.0,335.0,108.0
No,Points,Letter,Medium,2,No,Low,1,1,3,Yes,1074.75,644.0,1229.0,480.0
No,Air Miles,Postcard,Medium,1,No,Low,2,2,3,Yes,1161.75,1676.0,1601.0,99.0
No,Air Miles,Letter,Medium,1,No,High,1,2,4,Yes,1123.0,1181.0,596.0,900.0
Yes,Points,Postcard,Low,1,No,Low,1,2,5,No,854.75,473.0,1475.0,315.0
No,Cash Back,Letter,Low,1,No,High,1,2,3,Yes,1037.75,1169.0,957.0,516.0
No,Cash Back,Postcard,High,2,No,Medium,1,1,4,Yes,896.5,705.0,1304.0,236.0
No,Air Miles,Postcard,Low,1,No,Medium,1,1,4,Yes,1067.5,1737.0,1544.0,193.0
No,Points,Postcard,Low,1,No,Low,2,1,2,No,1424.5,1003.0,780.0,1003.0
No,Air Miles,Postcard,Medium,1,No,High,1,1,3,Yes,1557.25,2281.0,1371.0,910.0
No,Cash Back,Letter,Medium,1,No,Low,1,1,5,Yes,1033.25,1064.0,768.0,614.0
No,Cash Back,Letter,High,1,Yes,High,2,1,6,Yes,766.0,937.0,353.0,584.0
No,Air Miles,Postcard,High,1,Yes,High,3,2,4,Yes,1156.25,854.0,1389.0,443.0
No,Air Miles,Postcard,Medium,1,Yes,Low,2,1,3,Yes,1262.5,1475.0,1275.0,343.0
No,Points,Postcard,High,2,No,Medium,3,1,3,Yes,1276.75,1917.0,1849.0,68.0
No,Cash Back,Postcard,Low,1,No,High,1,2,4,No,661.25,545.0,425.0,545.0
No,Points,Letter,Low,1,No,Low,3,1,6,Yes,1113.5,1403.0,1124.0,395.0
No,Points,Letter,High,1,No,High,2,2,3,No,806.25,512.0,426.0,512.0
No,Cash Back,Letter,Low,1,No,Low,1,2,4,No,1018.5,1165.0,1099.0,498.0
No,Points,Postcard,Medium,1,No,Low,1,1,3,No,1377.0,2299.0,1660.0,639.0
No,Points,Letter,Medium,1,No,Medium,1,1,3,Yes,350.25,260.0,178.0,260.0
No,Air Miles,Postcard,Low,2,Yes,High,1,1,3,Yes,210.0,105.0,390.0,64.0
No,Air Miles,Postcard,Medium,1,No,Medium,1,2,3,Yes,158.5,166.0,373.0,17.0
Yes,Air Miles,Postcard,Low,1,No,Medium,1,1,2,Yes,208.0,309.0,254.0,55.0
No,Air Miles,Letter,Low,1,No,Low,3,1,5,No,738.75,738.0,277.0,614.0
No,Air Miles,Postcard,High,1,No,Medium,1,1,5,Yes,969.25,1548.0,1360.0,188.0
No,Cash Back,Postcard,Medium,1,No,Medium,1,2,2,No,990.0,1373.0,984.0,389.0
No,Points,Postcard,Low,1,No,Low,2,1,3,Yes,822.0,898.0,389.0,545.0
Yes,Cash Back,Postcard,High,1,Yes,Low,3,2,3,No,1118.75,1713.0,1758.0,68.0
No,Points,Postcard,Medium,1,No,High,3,1,2,No,1175.5,941.0,1550.0,405.0
No,Air Miles,Letter,Medium,1,No,Medium,2,1,5,Yes,921.0,581.0,1334.0,213.0
No,Points,Letter,Low,1,No,Low,2,1,4,Yes,988.0,553.0,1493.0,452.0
Yes,Cash Back,Letter,Medium,1,No,Low,2,2,6,Yes,737.5,629.0,290.0,590.0
No,Cash Back,Letter,Medium,2,Yes,High,1,1,3,Yes,278.25,333.0,403.0,4.0
No,Air Miles,Letter,Medium,1,No,High,1,1,1,Yes,949.0,1038.0,940.0,507.0
No,Air Miles,Postcard,Medium,1,No,Medium,2,1,4,No,640.5,748.0,282.0,502.0
No,Points,Letter,Medium,1,No,Low,2,1,3,No,1126.5,1804.0,1439.0,365.0
No,Points,Letter,Medium,2,No,High,1,1,4,Yes,1017.5,951.0,1889.0,88.0
No,Points,Letter,Medium,2,No,High,2,1,4,No,684.75,540.0,375.0,540.0
No,Cash Back,Postcard,Medium,1,No,High,3,1,6,No,799.5,790.0,174.0,698.0
No,Cash Back,Letter,Low,1,No,Low,3,1,3,Yes,1280.5,2025.0,1561.0,464.0
No,Air Miles,Postcard,Low,1,No,High,2,1,3,Yes,1030.5,1669.0,1121.0,548.0
No,Air Miles,Letter,Low,1,No,Medium,2,1,4,No,1070.25,837.0,1667.0,271.0
No,Cash Back,Letter,Medium,3,No,High,2,2,5,No,1502.5,1066.0,732.0,1066.0
No,Air Miles,Postcard,High,1,No,Low,1,1,4,No,136.75,196.0,128.0,68.0
No,Air Miles,Letter,High,2,No,Low,3,2,5,No,1182.5,1288.0,975.0,699.0
No,Cash Back,Letter,Low,1,No,Medium,3,1,2,Yes,360.75,199.0,299.0,199.0
No,Points,Letter,High,1,No,Low,2,1,3,No,339.0,212.0,255.0,212.0
No,Air Miles,Letter,Medium,1,No,Medium,2,2,2,Yes,260.25,216.0,412.0,1.0
No,Air Miles,Postcard,Low,1,No,High,2,1,5,No,1257.75,1304.0,433.0,1030.0
No,Points,Letter,Medium,1,No,Medium,3,1,5,Yes,230.25,247.0,431.0,48.0
No,Cash Back,Letter,Medium,2,Yes,High,1,1,4,No,1117.0,901.0,1211.0,497.0
No,Air Miles,Letter,Low,1,No,Low,1,1,5,Yes,988.0,878.0,1238.0,324.0
No,Air Miles,Postcard,High,1,No,Low,2,1,3,Yes,1689.75,1928.0,408.0,1520.0
No,Cash Back,Postcard,Medium,2,No,Low,1,2,5,Yes,164.0,94.0,352.0,37.0
No,Points,Postcard,Medium,1,No,Low,3,1,3,Yes,1182.75,962.0,1286.0,685.0
No,Points,Letter,Low,1,No,High,3,1,3,Yes,1161.75,1909.0,1231.0,678.0
No,Points,Letter,Medium,1,No,Medium,2,2,5,No,1092.0,1393.0,898.0,495.0
No,Air Miles,Letter,Low,1,No,Medium,1,1,4,Yes,935.5,697.0,1446.0,289.0
No,Cash Back,Postcard,Low,1,No,Low,2,2,5,No,979.5,600.0,1747.0,207.0
No,Cash Back,Postcard,Low,1,Yes,High,1,3,1,Yes,1196.0,1194.0,2074.0,86.0
No,Points,Letter,High,1,No,Low,4,2,4,Yes,1831.0,1671.0,260.0,1671.0
No,Cash Back,Letter,Low,1,No,High,2,1,4,No,1213.0,1985.0,1423.0,562.0
No,Cash Back,Postcard,Medium,2,No,Low,2,1,1,No,1030.25,579.0,1265.0,437.0
No,Air Miles,Letter,High,2,No,Medium,3,1,3,Yes,918.5,689.0,1135.0,397.0
No,Points,Postcard,Medium,1,No,Low,3,1,4,No,1225.75,2100.0,1564.0,536.0
No,Points,Letter,Medium,1,No,Low,3,1,5,No,1275.75,778.0,1292.0,778.0
No,Cash Back,Postcard,Low,1,No,Medium,4,1,2,No,901.5,512.0,1640.0,103.0
No,Cash Back,Letter,Medium,1,No,High,3,1,2,No,987.75,1131.0,362.0,769.0
No,Cash Back,Letter,Low,1,No,Low,2,1,3,No,605.5,587.0,202.0,523.0
No,Air Miles,Letter,High,1,Yes,Low,2,1,2,No,922.5,669.0,1476.0,177.0
No,Cash Back,Postcard,Medium,1,Yes,Medium,2,1,3,Yes,218.5,295.0,280.0,98.0
No,Cash Back,Letter,Low,3,No,Low,3,1,4,No,925.5,686.0,1634.0,82.0
No,Air Miles,Letter,High,2,No,Medium,1,1,5,Yes,908.0,1374.0,1023.0,351.0
No,Points,Postcard,Low,1,No,Medium,3,1,3,Yes,300.0,279.0,432.0,54.0
No,Cash Back,Letter,Medium,2,Yes,Low,3,2,4,No,860.5,1467.0,1220.0,247.0
No,Points,Letter,Medium,1,No,High,3,2,1,No,237.75,176.0,224.0,150.0
No,Cash Back,Letter,Medium,1,Yes,Low,2,1,4,No,693.0,556.0,326.0,556.0
No,Air Miles,Postcard,Medium,1,No,High,2,1,2,Yes,704.75,526.0,462.0,526.0
No,Cash Back,Postcard,High,1,Yes,Medium,4,1,5,No,1012.75,935.0,1788.0,290.0
No,Points,Postcard,Low,2,No,Medium,1,1,3,Yes,1039.5,851.0,1213.0,320.0
No,Cash Back,Letter,Medium,1,No,Low,2,3,4,Yes,1207.75,1050.0,892.0,843.0
No,Points,Letter,Medium,2,No,Medium,2,1,1,No,1021.25,952.0,1331.0,391.0
No,Points,Postcard,Low,1,No,Low,3,1,3,No,905.5,807.0,950.0,463.0
No,Cash Back,Letter,Medium,1,No,Medium,1,1,3,Yes,297.25,127.0,348.0,127.0
Yes,Points,Letter,Medium,1,No,Low,3,1,3,Yes,891.25,890.0,37.0,872.0
Yes,Air Miles,Postcard,Medium,1,No,Low,2,1,2,No,940.25,1119.0,1182.0,198.0
No,Points,Postcard,Low,2,No,High,1,1,5,No,316.25,51.0,440.0,51.0
No,Points,Postcard,Medium,1,No,Low,1,1,6,No,1148.75,1423.0,1428.0,570.0
No,Points,Letter,Low,1,Yes,Medium,2,1,4,Yes,1199.5,1200.0,1311.0,397.0
No,Cash Back,Letter,Medium,1,No,Medium,1,1,3,Yes,261.25,78.0,402.0,55.0
No,Air Miles,Letter,Low,1,No,High,3,2,5,Yes,772.0,718.0,278.0,662.0
No,Cash Back,Postcard,Low,1,No,High,2,1,4,Yes,179.0,137.0,243.0,60.0
No,Cash Back,Letter,Low,2,No,Medium,2,2,2,No,1006.5,875.0,1900.0,117.0
No,Air Miles,Postcard,Low,1,No,High,3,2,3,No,1161.5,989.0,1529.0,463.0
No,Points,Postcard,Medium,1,No,Medium,2,2,2,Yes,1420.5,1226.0,1142.0,836.0
No,Cash Back,Postcard,High,2,Yes,High,2,2,2,Yes,1325.5,1620.0,1370.0,470.0
No,Points,Letter,High,2,No,Medium,3,1,4,No,948.75,595.0,1571.0,107.0
No,Air Miles,Letter,High,1,No,Medium,2,1,4,No,942.5,637.0,1816.0,148.0
No,Air Miles,Postcard,High,2,No,Medium,1,1,4,No,1049.0,923.0,1256.0,296.0
No,Air Miles,Postcard,Medium,2,Yes,Low,2,1,3,Yes,1051.5,969.0,1701.0,102.0
No,Air Miles,Letter,Medium,1,No,Medium,1,1,3,No,204.75,225.0,138.0,140.0
No,Air Miles,Letter,Medium,1,No,Medium,3,1,3,Yes,842.0,960.0,202.0,758.0
No,Air Miles,Letter,Low,1,Yes,Low,2,1,2,No,1147.0,2276.0,2214.0,62.0
No,Air Miles,Letter,Medium,2,No,High,1,1,5,Yes,981.0,621.0,1326.0,242.0
No,Points,Letter,Medium,1,No,Low,2,1,5,No,193.25,314.0,290.0,51.0
No,Points,Letter,Medium,1,No,Medium,2,1,3,Yes,828.0,1552.0,1246.0,306.0
No,Points,Letter,Medium,2,No,Medium,3,1,2,Yes,971.0,621.0,984.0,621.0
No,Cash Back,Letter,Low,2,No,Low,1,1,3,Yes,691.5,713.0,181.0,583.0
No,Cash Back,Letter,Medium,2,No,Low,2,1,5,Yes,189.0,466.0,446.0,20.0
No,Cash Back,Postcard,Medium,1,No,High,1,1,3,Yes,722.0,1085.0,999.0,86.0
No,Points,Postcard,High,1,No,Medium,2,1,4,Yes,1406.75,2173.0,1719.0,454.0
No,Points,Letter,Low,1,No,Medium,3,1,2,No,910.75,727.0,1834.0,11.0
No,Cash Back,Postcard,Medium,1,No,High,1,1,4,No,1217.75,1693.0,793.0,900.0
No,Points,Letter,Low,1,No,High,2,1,6,Yes,973.75,803.0,1217.0,355.0
No,Cash Back,Postcard,Medium,2,No,High,2,1,4,Yes,1161.0,1302.0,579.0,821.0
No,Air Miles,Postcard,Medium,1,No,Low,1,1,2,No,1096.0,2094.0,2066.0,28.0
No,Points,Postcard,Medium,1,No,Medium,1,1,3,No,1246.25,1144.0,1189.0,677.0
No,Air Miles,Letter,High,1,Yes,High,2,1,3,No,675.25,589.0,241.0,554.0
No,Points,Postcard,Medium,1,No,Low,3,1,5,No,1187.0,1727.0,928.0,799.0
No,Points,Postcard,Low,1,No,High,3,1,4,No,1003.0,1295.0,1059.0,236.0
No,Cash Back,Letter,Medium,2,No,Medium,1,1,4,Yes,1032.0,1784.0,1408.0,376.0
No,Air Miles,Letter,High,1,No,Low,1,2,4,No,1241.5,1530.0,1679.0,515.0
No,Air Miles,Postcard,Medium,1,No,Low,2,1,3,Yes,278.25,307.0,304.0,135.0
No,Points,Letter,Medium,1,No,High,3,1,5,No,212.75,103.0,281.0,103.0
No,Air Miles,Letter,High,1,Yes,Medium,1,2,4,Yes,1123.75,1343.0,1050.0,466.0
No,Air Miles,Postcard,High,1,Yes,High,1,2,4,Yes,1013.5,582.0,1400.0,308.0
No,Cash Back,Letter,Medium,1,No,Low,1,2,4,Yes,1328.0,2113.0,1848.0,265.0
No,Cash Back,Postcard,Low,1,No,Medium,1,1,2,No,1056.0,1292.0,1019.0,353.0
No,Air Miles,Letter,Medium,1,No,High,2,1,4,No,745.75,835.0,400.0,543.0
Yes,Air Miles,Letter,Low,1,No,High,2,1,5,Yes,794.0,905.0,214.0,691.0
No,Air Miles,Postcard,Medium,2,Yes,High,3,1,4,Yes,740.5,609.0,383.0,580.0
No,Air Miles,Postcard,High,2,No,High,1,1,3,Yes,1085.5,979.0,818.0,577.0
No,Air Miles,Letter,Medium,1,No,Low,3,1,5,Yes,256.75,230.0,219.0,170.0
No,Points,Postcard,Low,1,No,Low,2,1,4,No,1037.5,955.0,1094.0,675.0
No,Air Miles,Letter,Medium,2,Yes,Medium,2,1,5,Yes,949.75,911.0,1569.0,84.0
No,Cash Back,Postcard,Medium,1,No,Medium,1,1,3,No,286.0,335.0,284.0,110.0
No,Points,Letter,Medium,1,No,High,4,1,4,Yes,1042.0,926.0,1050.0,548.0
No,Points,Postcard,High,1,Yes,High,1,1,2,Yes,829.0,578.0,405.0,578.0
No,Points,Letter,Medium,1,No,High,2,1,3,Yes,1091.5,1073.0,1726.0,315.0
No,Cash Back,Letter,Low,1,No,Medium,1,1,4,No,228.75,53.0,379.0,53.0
Yes,Points,Letter,Low,1,No,Low,1,2,2,Yes,864.25,1310.0,1011.0,299.0
No,Air Miles,Postcard,Medium,1,No,Medium,1,2,5,No,729.75,735.0,349.0,558.0
No,Cash Back,Postcard,High,1,No,High,2,2,3,Yes,649.5,842.0,322.0,520.0
No,Points,Letter,Medium,1,No,Medium,1,1,4,Yes,1011.0,1157.0,2040.0,70.0
No,Air Miles,Postcard,High,1,No,High,3,1,2,Yes,804.75,588.0,330.0,588.0
No,Air Miles,Postcard,Medium,1,No,Low,4,1,3,No,1103.25,1554.0,1392.0,441.0
No,Air Miles,Letter,Low,1,No,Medium,1,1,3,Yes,891.0,1274.0,1390.0,151.0
No,Cash Back,Letter,High,1,No,High,1,1,4,No,924.0,573.0,780.0,573.0
No,Points,Postcard,Medium,1,No,Medium,3,1,3,Yes,1004.5,1914.0,1901.0,13.0
No,Air Miles,Postcard,High,1,No,High,1,1,3,No,1180.25,1487.0,618.0,869.0
No,Points,Postcard,Medium,2,Yes,High,1,1,3,No,1104.5,692.0,1615.0,360.0
No,Cash Back,Postcard,Medium,1,No,Low,2,1,3,No,918.25,1866.0,1688.0,178.0
No,Points,Letter,Medium,1,No,High,1,1,4,No,1144.5,1892.0,1345.0,547.0
Yes,Points,Letter,High,1,No,High,2,1,5,Yes,244.75,239.0,292.0,121.0
No,Air Miles,Postcard,Medium,1,No,Medium,4,1,2,Yes,968.5,658.0,1167.0,337.0
No,Points,Postcard,Medium,1,No,High,1,1,2,Yes,869.75,746.0,235.0,746.0
No,Cash Back,Letter,High,1,No,High,3,1,3,Yes,906.25,900.0,793.0,522.0
No,Cash Back,Letter,Medium,1,No,Medium,2,1,4,Yes,957.75,1098.0,1444.0,101.0
No,Air Miles,Letter,Medium,2,No,Medium,2,1,4,Yes,971.0,1159.0,828.0,538.0
No,Air Miles,Postcard,Medium,1,No,Low,1,1,3,Yes,1036.25,707.0,1640.0,354.0
No,Cash Back,Postcard,High,1,No,Low,1,1,6,No,943.25,685.0,1373.0,214.0
No,Points,Letter,Medium,1,No,High,1,1,3,Yes,1289.5,2148.0,2059.0,89.0
No,Air Miles,Postcard,Medium,1,Yes,High,2,1,1,Yes,802.25,850.0,141.0,709.0
No,Cash Back,Postcard,Medium,2,No,Medium,2,1,5,No,168.75,57.0,407.0,28.0
No,Points,Letter,Medium,1,Yes,High,1,1,3,Yes,254.0,347.0,262.0,85.0
Yes,Air Miles,Letter,Medium,1,No,Medium,3,1,5,No,1132.75,823.0,1512.0,348.0
No,Points,Postcard,Medium,2,No,High,3,2,4,Yes,315.5,363.0,202.0,184.0
No,Air Miles,Letter,High,2,No,Low,2,1,2,Yes,766.5,798.0,279.0,584.0
No,Points,Letter,Medium,1,No,High,1,1,5,Yes,900.25,508.0,1519.0,62.0
No,Cash Back,Letter,High,1,Yes,Medium,2,1,4,Yes,765.75,698.0,216.0,674.0
No,Cash Back,Postcard,Medium,1,No,Medium,1,1,3,No,888.0,716.0,1262.0,131.0
No,Air Miles,Postcard,Medium,2,No,Medium,3,1,1,No,1294.75,1528.0,1000.0,757.0
No,Air Miles,Letter,Medium,1,No,High,2,1,3,Yes,312.5,482.0,476.0,23.0
No,Air Miles,Postcard,Medium,1,No,High,1,1,4,Yes,1728.5,1869.0,251.0,1618.0
No,Points,Letter,Medium,2,No,Medium,1,1,2,Yes,1007.5,835.0,1384.0,472.0
No,Points,Postcard,High,1,No,Medium,2,1,4,No,714.5,621.0,230.0,621.0
No,Air Miles,Postcard,Medium,1,No,High,1,3,3,No,756.25,945.0,361.0,584.0
No,Air Miles,Letter,Medium,1,Yes,High,3,1,5,Yes,1299.5,1965.0,1302.0,663.0
No,Cash Back,Letter,Medium,1,No,High,3,1,6,Yes,916.0,614.0,1445.0,226.0
No,Air Miles,Postcard,High,1,No,Medium,1,1,3,Yes,1301.0,1310.0,923.0,705.0
No,Air Miles,Letter,Low,1,No,High,1,1,3,Yes,1311.75,1160.0,434.0,1125.0
No,Air Miles,Postcard,Medium,1,No,Medium,1,1,3,No,1176.0,704.0,917.0,704.0
No,Points,Letter,Low,1,No,High,3,2,3,Yes,1157.0,1416.0,619.0,797.0
No,Cash Back,Letter,Medium,1,No,High,3,1,4,No,1110.5,1471.0,1218.0,440.0
No,Points,Letter,High,1,No,Low,2,1,4,Yes,987.75,809.0,1549.0,83.0
No,Points,Postcard,Low,2,No,High,3,1,2,No,688.25,554.0,454.0,519.0
No,Air Miles,Postcard,High,1,No,High,2,1,4,No,945.75,553.0,1590.0,297.0
No,Cash Back,Postcard,Medium,1,No,Low,2,3,5,Yes,184.0,341.0,273.0,68.0
No,Cash Back,Postcard,Medium,1,No,High,2,1,4,Yes,241.5,58.0,409.0,58.0
No,Air Miles,Postcard,Medium,2,No,Medium,2,2,3,Yes,667.5,524.0,341.0,524.0
No,Cash Back,Letter,High,2,No,High,2,1,1,No,843.0,880.0,1280.0,209.0
No,Points,Postcard,High,1,No,Medium,2,1,3,Yes,1056.25,878.0,1435.0,169.0
No,Points,Postcard,Low,1,No,High,3,1,5,Yes,1268.5,1019.0,1168.0,923.0
No,Air Miles,Letter,Medium,1,No,Low,1,1,3,No,679.75,576.0,460.0,524.0
No,Cash Back,Letter,Low,1,No,Medium,2,2,3,Yes,1159.75,1062.0,1298.0,406.0
No,Cash Back,Letter,Medium,1,Yes,Low,1,1,4,Yes,287.5,242.0,145.0,209.0
No,Air Miles,Letter,Medium,1,Yes,High,1,1,2,Yes,976.75,525.0,1890.0,98.0
Yes,Points,Letter,Medium,2,No,Medium,2,1,4,Yes,980.25,829.0,805.0,673.0
No,Cash Back,Letter,Low,1,No,Medium,1,1,1,No,1325.75,1358.0,347.0,1091.0
No,Cash Back,Postcard,Low,1,No,High,2,1,3,Yes,1283.5,1200.0,881.0,939.0
No,Cash Back,Postcard,High,1,No,Medium,3,2,4,No,1436.0,1633.0,904.0,950.0
No,Points,Postcard,Medium,2,No,High,1,1,5,No,1056.0,2104.0,1465.0,639.0
No,Cash Back,Postcard,High,1,No,Low,1,1,3,Yes,1052.25,502.0,1342.0,486.0
No,Air Miles,Postcard,High,1,No,High,3,1,3,Yes,784.0,702.0,442.0,521.0
No,Air Miles,Letter,High,1,No,Medium,2,1,3,No,812.5,727.0,241.0,727.0
No,Points,Postcard,Low,1,No,High,2,1,4,Yes,1142.25,2194.0,1651.0,543.0
No,Cash Back,Letter,High,1,No,Low,2,1,2,Yes,1264.5,1778.0,1109.0,669.0
No,Air Miles,Letter,Medium,1,No,High,1,1,6,Yes,1388.0,1450.0,681.0,1067.0
No,Air Miles,Postcard,High,3,No,Low,2,1,4,No,174.25,293.0,233.0,60.0
No,Cash Back,Postcard,Medium,2,No,Medium,1,1,4,Yes,762.25,859.0,889.0,424.0
No,Cash Back,Letter,Medium,1,No,Medium,4,2,3,Yes,232.5,357.0,244.0,113.0
No,Cash Back,Letter,Medium,2,No,Medium,1,1,3,Yes,281.0,247.0,296.0,151.0
No,Points,Letter,High,1,No,High,3,2,5,Yes,1324.75,1144.0,995.0,726.0
No,Points,Postcard,Medium,1,No,High,1,1,2,Yes,1309.5,1803.0,1141.0,662.0
